Date,Product,Category,Campaign_Type,Platform,Leads,Conversions,Revenue,Spend,Impressions,Clicks,Country,CTR,CPC,CPA,ROI,Conversion_Rate,Segment,Segment_Label,High_ROI
2020-12-01,3-Day Challenge,Physical,Influencer,YouTube,366,96,88922.64,2101.0,9911,930,India,0.09383513268085965,2.2591397849462367,21.885416666666668,41.32396001903855,0.1032258064516129,1,High Performers,1
2020-12-01,21-Day Upgrade,Physical,Ads,Instagram,225,67,58312.78,2866.45,33205,794,India,0.023912061436530643,3.610138539042821,42.78283582089552,19.343205009680965,0.08438287153652393,0,High Performers,1
2020-12-01,Mindset Coaching,Skill,Content,WhatsApp,1009,296,351596.54,10665.86,33401,2751,India,0.08236280350887698,3.8770846964740096,36.03331081081081,31.964668578061215,0.10759723736822974,0,High Performers,1
2020-12-01,Spiritual Sessions,Coaching,Email,Facebook,824,194,42177.65,11868.15,42949,2709,India,0.06307480965796643,4.381007751937984,61.17603092783505,2.553852116800007,0.07161314138058324,0,High Performers,0
2020-12-01,1:1 Mentorship,Physical,Email,Facebook,1185,216,330114.19,9491.34,42849,3880,India,0.09055053793554109,2.446221649484536,43.94138888888889,33.78056733822621,0.05567010309278351,1,High Performers,1
2020-12-01,Dashboard Templates,Digital,Influencer,Google,1020,297,80243.74,3777.54,39190,3076,India,0.07848941056391937,1.2280689206762028,12.718989898989898,20.24232701705343,0.09655396618985695,1,High Performers,1
2020-12-01,Meditation Audio Pack,Physical,WhatsApp,Google,69,10,18670.39,399.64,4005,213,India,0.05318352059925094,1.876244131455399,39.964,45.71802121909719,0.046948356807511735,1,High Performers,1
2020-12-01,E-book,Digital,WhatsApp,YouTube,224,49,87909.84,3798.29,14194,1417,India,0.0998309144709032,2.680515172900494,77.51612244897959,22.144583483620263,0.03458009880028229,2,High Performers,1
2020-12-01,Clothing Brand,Skill,WhatsApp,WhatsApp,461,50,69405.94,4312.44,17956,1561,India,0.08693472933838271,2.762613709160794,86.24879999999999,15.094354935952733,0.032030749519538756,2,High Performers,1
2020-12-02,5-Min Meditation Club,Skill,Email,YouTube,1070,284,190346.57,8502.14,44534,2914,India,0.06543315219832038,2.9176870281400133,29.937112676056337,21.388077589877373,0.09746053534660261,0,High Performers,1
2020-12-02,3-Day Challenge,Physical,Email,WhatsApp,140,27,46525.7,2485.39,29022,506,India,0.017435049272965335,4.911837944664032,92.05148148148147,17.719677797045936,0.0533596837944664,0,High Performers,1
2020-12-02,21-Day Upgrade,Coaching,WhatsApp,Instagram,13,2,2988.08,205.57,1794,108,India,0.06020066889632107,1.9034259259259259,102.785,13.535583985990172,0.018518518518518517,2,High Performers,0
2020-12-02,Mindset Coaching,Digital,Influencer,WhatsApp,220,58,71315.96,3179.13,38767,689,India,0.017772848040859494,4.6141219158200295,54.812586206896555,21.432539719986284,0.0841799709724238,0,High Performers,1
2020-12-02,Spiritual Sessions,Skill,Content,Facebook,78,8,8418.52,1196.82,21897,525,India,0.023975887107822988,2.279657142857143,149.6025,6.0340736284487235,0.015238095238095238,2,High Performers,0
2020-12-02,1:1 Mentorship,Physical,Influencer,Instagram,22,5,6971.49,437.66,3241,92,India,0.028386300524529465,4.757173913043479,87.53200000000001,14.929008819631676,0.05434782608695652,0,High Performers,1
2020-12-02,Dashboard Templates,Coaching,Ads,Instagram,255,33,22593.82,1484.03,10676,1050,India,0.09835144248782315,1.4133619047619048,44.97060606060606,14.22463831593701,0.03142857142857143,1,High Performers,0
2020-12-02,Meditation Audio Pack,Physical,WhatsApp,Google,477,123,196276.77,10731.38,39660,2559,India,0.06452344931921332,4.193583431027745,87.24699186991869,17.289984139970816,0.04806565064478312,0,High Performers,1
2020-12-02,E-book,Physical,Content,Google,298,41,49930.15,5957.16,19782,1271,India,0.06425032858153877,4.686986624704956,145.29658536585364,7.381535832510795,0.03225806451612903,2,High Performers,0
2020-12-02,Clothing Brand,Coaching,WhatsApp,YouTube,612,133,58332.18,4886.64,49554,2759,India,0.055676635589457964,1.7711634650235595,36.74165413533835,10.937073326457442,0.04820587169264226,1,High Performers,0
2020-12-03,5-Min Meditation Club,Physical,Email,YouTube,775,152,290743.56,11247.45,33141,2993,India,0.09031109501825534,3.7579184764450386,73.99638157894738,24.849731272421746,0.05078516538590044,0,High Performers,1
2020-12-03,3-Day Challenge,Coaching,Email,Google,293,54,107096.94,2429.63,19407,945,India,0.04869377028907095,2.571037037037037,44.99314814814815,43.0795265122673,0.05714285714285714,1,High Performers,1
2020-12-03,21-Day Upgrade,Digital,Influencer,WhatsApp,290,76,66271.43,3368.91,18650,1372,India,0.0735656836461126,2.4554737609329447,44.327763157894736,18.671475343657146,0.05539358600583091,1,High Performers,1
2020-12-03,Mindset Coaching,Skill,Ads,WhatsApp,507,63,109233.58,3515.36,31373,2090,India,0.0666177923692347,1.6819904306220097,55.79936507936508,30.073227208593146,0.03014354066985646,1,High Performers,1
2020-12-03,Spiritual Sessions,Digital,Email,Instagram,55,9,2557.62,301.93,13405,298,India,0.022230511003356955,1.0131879194630873,33.54777777777778,7.470903851886199,0.030201342281879196,1,High Performers,0
2020-12-03,1:1 Mentorship,Digital,Email,Google,618,137,51076.32,16279.87,40325,3469,India,0.08602603843769374,4.692957624675699,118.83116788321169,2.1373911462437967,0.03949264917843759,2,High Performers,0
2020-12-03,Dashboard Templates,Coaching,Content,WhatsApp,346,39,10800.67,2046.63,19018,1620,India,0.08518245872331476,1.2633518518518518,52.47769230769231,4.277294870103536,0.024074074074074074,1,High Performers,0
2020-12-03,Meditation Audio Pack,Digital,Email,Facebook,81,17,17678.38,1716.42,6402,459,India,0.07169634489222118,3.7394771241830065,100.96588235294118,9.299565374442153,0.037037037037037035,2,High Performers,0
2020-12-03,E-book,Digital,Email,Google,520,100,119569.39,3121.26,49419,2392,India,0.04840243630992128,1.3048745819397993,31.212600000000002,37.30805187648578,0.04180602006688963,1,High Performers,1
2020-12-03,Clothing Brand,Skill,Ads,Facebook,247,44,10723.98,3486.21,47155,2450,India,0.05195631428268476,1.422942857142857,79.23204545454546,2.0761141755660155,0.017959183673469388,2,High Performers,0
2020-12-04,5-Min Meditation Club,Physical,Ads,Instagram,37,7,4790.04,568.53,3553,207,India,0.05826062482409232,2.7465217391304346,81.21857142857142,7.425307371642658,0.033816425120772944,2,High Performers,0
2020-12-04,3-Day Challenge,Physical,Content,Facebook,95,22,22924.47,868.29,19634,290,India,0.014770296424569625,2.9941034482758617,39.467727272727274,25.401858825968283,0.07586206896551724,0,High Performers,1
2020-12-04,21-Day Upgrade,Coaching,Email,Facebook,571,124,61212.88,4655.77,48394,2323,India,0.04800181840724057,2.0042057684029273,37.546532258064516,12.147745700496372,0.05337925096857512,1,High Performers,0
2020-12-04,Mindset Coaching,Coaching,Influencer,WhatsApp,691,193,375922.67,8582.36,24838,2237,India,0.09006361220710202,3.836548949485919,44.46818652849741,42.80178295946569,0.08627626285203398,0,High Performers,1
2020-12-04,Spiritual Sessions,Physical,Email,WhatsApp,112,24,22840.55,4815.56,40302,976,India,0.024217160438687907,4.933975409836066,200.64833333333334,3.743072456785918,0.02459016393442623,2,High Performers,0
2020-12-04,1:1 Mentorship,Skill,Ads,YouTube,289,70,127017.35,7301.68,21797,1490,India,0.06835803092168648,4.900456375838926,104.30971428571429,16.39563360760811,0.04697986577181208,0,High Performers,1
2020-12-04,Dashboard Templates,Physical,Ads,Facebook,195,23,19725.05,3622.83,20606,895,India,0.043433951276327286,4.047854748603352,157.51434782608695,4.444652385013925,0.02569832402234637,2,High Performers,0
2020-12-04,Meditation Audio Pack,Digital,WhatsApp,Instagram,864,153,120001.65,10381.14,45696,3377,India,0.07390143557422969,3.074071661237785,67.85058823529411,10.559583051572371,0.04530648504589873,0,High Performers,0
2020-12-04,E-book,Physical,WhatsApp,WhatsApp,62,13,12581.71,1961.76,17029,592,India,0.034764225732573845,3.3137837837837836,150.9046153846154,5.413480751977815,0.02195945945945946,2,High Performers,0
2020-12-04,Clothing Brand,Skill,Influencer,Google,267,29,47994.64,3684.5,19208,1075,India,0.05596626405664307,3.4274418604651165,127.05172413793103,12.026093092685574,0.026976744186046512,2,High Performers,0
2020-12-05,5-Min Meditation Club,Skill,Content,Facebook,273,78,83863.7,1733.58,15386,1347,India,0.08754712075913168,1.2869933184855233,22.225384615384616,47.37601956644631,0.05790645879732739,1,High Performers,1
2020-12-05,3-Day Challenge,Physical,Influencer,YouTube,180,37,73007.35,574.17,12267,513,India,0.04181951577402788,1.1192397660818714,15.518108108108107,126.15284671787104,0.07212475633528265,1,High Performers,1
2020-12-05,21-Day Upgrade,Physical,Influencer,Instagram,230,58,49061.71,5571.16,20108,1180,India,0.058683111199522575,4.721322033898305,96.0544827586207,7.806372461031455,0.04915254237288136,0,High Performers,0
2020-12-05,Mindset Coaching,Digital,Influencer,WhatsApp,238,56,77770.78,1650.89,12326,647,India,0.05249067012818433,2.5516074188562596,29.480178571428574,46.10839607726741,0.0865533230293663,1,High Performers,1
2020-12-05,Spiritual Sessions,Digital,WhatsApp,Google,106,25,47435.53,1261.29,9652,300,India,0.03108164111065064,4.2043,50.4516,36.60874184366799,0.08333333333333333,0,High Performers,1
2020-12-05,1:1 Mentorship,Coaching,Influencer,WhatsApp,296,82,100322.73,9950.61,44654,2005,India,0.04490079276212657,4.962897755610973,121.3489024390244,9.082068335509078,0.040897755610972565,2,High Performers,0
2020-12-05,Dashboard Templates,Digital,Influencer,YouTube,85,11,2395.62,973.24,10379,758,India,0.07303208401580114,1.2839577836411609,88.47636363636364,1.4614894578932225,0.014511873350923483,2,High Performers,0
2020-12-05,Meditation Audio Pack,Skill,Influencer,YouTube,144,29,47353.14,2526.59,38113,1207,India,0.031668984336053314,2.093280861640431,87.12379310344828,17.741916971095428,0.024026512013256007,2,High Performers,1
2020-12-05,E-book,Coaching,Influencer,Facebook,883,217,125063.24,13289.04,29270,2807,India,0.09590023915271609,4.734250089063057,61.239815668202766,8.411006363138346,0.0773067331670823,0,High Performers,0
2020-12-05,Clothing Brand,Skill,Influencer,Instagram,56,11,14482.79,983.46,3610,272,India,0.07534626038781163,3.6156617647058824,89.40545454545455,13.72636406157851,0.04044117647058824,2,High Performers,0
2020-12-06,5-Min Meditation Club,Digital,Influencer,Google,65,8,6875.92,572.5,7511,368,India,0.04899480761549727,1.5557065217391304,71.5625,11.010340611353712,0.021739130434782608,1,High Performers,0
2020-12-06,3-Day Challenge,Skill,Content,YouTube,1147,282,362889.27,5889.6,36583,3482,India,0.09518082169313616,1.6914417001723148,20.885106382978726,60.61526589242054,0.08098793796668581,1,High Performers,1
2020-12-06,21-Day Upgrade,Digital,Influencer,Instagram,360,39,10830.36,3540.96,28358,972,India,0.03427604203399393,3.642962962962963,90.79384615384616,2.0585942795174192,0.040123456790123455,2,High Performers,0
2020-12-06,Mindset Coaching,Digital,Content,Google,28,6,4617.92,742.47,2067,159,India,0.07692307692307693,4.669622641509434,123.745,5.219672175306746,0.03773584905660377,2,High Performers,0
2020-12-06,Spiritual Sessions,Coaching,Email,Google,7,0,0.0,166.41,2834,61,India,0.021524347212420608,2.7280327868852456,166.41,-1.0,0.0,2,Low Performers,0
2020-12-06,1:1 Mentorship,Physical,Content,Facebook,256,30,25592.75,3804.52,12295,991,India,0.08060187067913786,3.839071644803229,126.81733333333334,5.726932701102899,0.030272452068617558,2,High Performers,0
2020-12-06,Dashboard Templates,Coaching,Ads,Google,315,42,55733.85,2312.65,24425,1361,India,0.05572159672466735,1.6992285084496694,55.063095238095244,23.099561109549647,0.03085966201322557,1,High Performers,1
2020-12-06,Meditation Audio Pack,Digital,Influencer,Google,216,62,113825.12,1593.64,49641,778,India,0.015672528756471463,2.048380462724936,25.70387096774194,70.42461283602319,0.07969151670951156,1,High Performers,1
2020-12-06,E-book,Digital,Ads,Instagram,608,150,96745.54,14860.79,45548,3547,India,0.07787389127952929,4.189678601635185,99.07193333333333,5.51012092896811,0.042289258528333803,2,High Performers,0
2020-12-06,Clothing Brand,Physical,Email,Instagram,434,129,74621.16,5518.96,38289,2356,India,0.061532032698686304,2.3425127334465197,42.78263565891473,12.520873497905402,0.05475382003395586,1,High Performers,0
2020-12-07,5-Min Meditation Club,Skill,Content,Instagram,124,31,30778.11,1130.0,10139,733,India,0.07229509813591084,1.5416098226466575,36.45161290322581,26.237265486725665,0.04229195088676671,1,High Performers,1
2020-12-07,3-Day Challenge,Coaching,Influencer,YouTube,113,28,26480.74,1285.01,13281,285,India,0.02145922746781116,4.50880701754386,45.893214285714286,19.60741939751442,0.09824561403508772,0,High Performers,1
2020-12-07,21-Day Upgrade,Physical,Influencer,WhatsApp,63,18,12291.99,1097.4,24710,342,India,0.013840550384459733,3.208771929824562,60.96666666666667,10.20101148168398,0.05263157894736842,0,High Performers,0
2020-12-07,Mindset Coaching,Coaching,WhatsApp,WhatsApp,125,33,16616.99,2228.28,15307,652,India,0.042594891226236366,3.4176073619631904,67.52363636363637,6.4573168542553,0.05061349693251534,0,High Performers,0
2020-12-07,Spiritual Sessions,Digital,Email,YouTube,225,34,39469.28,3008.15,20407,1859,India,0.09109619248297153,1.6181549220010758,88.47500000000001,12.120781875903793,0.01828940290478752,2,High Performers,0
2020-12-07,1:1 Mentorship,Physical,Content,Facebook,116,33,26948.54,987.63,5223,366,India,0.0700746697300402,2.69844262295082,29.92818181818182,26.286068669440986,0.09016393442622951,0,High Performers,1
2020-12-07,Dashboard Templates,Skill,WhatsApp,WhatsApp,28,3,1455.51,82.05,2939,80,India,0.027220142905750255,1.025625,27.349999999999998,16.739305301645338,0.0375,1,High Performers,1
2020-12-07,Meditation Audio Pack,Coaching,WhatsApp,Instagram,1187,317,123569.45,6797.82,36813,3671,India,0.09972020753538152,1.8517624625442657,21.444227129337538,17.177805531773423,0.08635249250885317,1,High Performers,1
2020-12-07,E-book,Digital,WhatsApp,Facebook,255,37,9588.66,2168.85,39853,816,India,0.02047524653100143,2.6579044117647057,58.61756756756756,3.4210802960094058,0.04534313725490196,0,High Performers,0
2020-12-07,Clothing Brand,Coaching,Influencer,YouTube,781,122,30268.7,3732.5,26015,2119,India,0.08145300788006919,1.7614440773949975,30.59426229508197,7.109497655726725,0.05757432751297782,1,High Performers,0
2020-12-08,5-Min Meditation Club,Digital,Content,Google,171,20,4965.3,2537.8,9653,847,India,0.0877447425670776,2.9962219598583237,126.89000000000001,0.9565371581684923,0.023612750885478158,2,Average,0
2020-12-08,3-Day Challenge,Coaching,Ads,WhatsApp,302,48,20417.51,3897.85,17122,1196,India,0.06985165284429388,3.259071906354515,81.20520833333333,4.238146670600459,0.04013377926421405,2,High Performers,0
2020-12-08,21-Day Upgrade,Digital,Ads,Instagram,372,74,51850.1,1644.84,44871,1323,India,0.02948452229725212,1.243265306122449,22.227567567567565,30.522883684735294,0.055933484504913075,1,High Performers,1
2020-12-08,Mindset Coaching,Skill,Email,WhatsApp,8,2,2745.38,106.53,1305,48,India,0.0367816091954023,2.219375,53.265,24.770956538064393,0.041666666666666664,1,High Performers,1
2020-12-08,Spiritual Sessions,Coaching,Email,Facebook,1380,319,583878.57,18547.35,40673,4048,India,0.09952548373613945,4.58185523715415,58.142163009404385,30.480430897136248,0.07880434782608696,0,High Performers,1
2020-12-08,1:1 Mentorship,Physical,Influencer,Instagram,33,4,3239.03,811.16,10138,169,India,0.016669954626159007,4.799763313609467,202.79,2.9930839784999264,0.023668639053254437,2,High Performers,0
2020-12-08,Dashboard Templates,Skill,Email,YouTube,732,202,147892.52,3145.8,40612,2457,India,0.06049935979513444,1.2803418803418805,15.573267326732674,46.0126899357874,0.08221408221408222,1,High Performers,1
2020-12-08,Meditation Audio Pack,Coaching,Influencer,YouTube,14,3,3837.82,182.23,3006,85,India,0.028276779773785763,2.1438823529411764,60.74333333333333,20.06030840147067,0.03529411764705882,1,High Performers,1
2020-12-08,E-book,Physical,Email,WhatsApp,63,12,18486.61,972.21,15876,254,India,0.01599899218946838,3.8275984251968507,81.0175,18.015037903333642,0.047244094488188976,0,High Performers,1
2020-12-08,Clothing Brand,Coaching,Ads,Google,519,95,180979.39,6452.37,28483,1904,India,0.06684689112804129,3.3888497899159664,67.91968421052631,27.048513956887163,0.04989495798319328,0,High Performers,1
2020-12-09,5-Min Meditation Club,Skill,Email,Instagram,77,17,30399.84,635.88,11070,417,India,0.03766937669376694,1.5248920863309352,37.40470588235294,46.807510851103984,0.0407673860911271,1,High Performers,1
2020-12-09,3-Day Challenge,Digital,Email,Facebook,34,9,13170.35,275.75,1797,92,India,0.051196438508625486,2.9972826086956523,30.63888888888889,46.761922030825026,0.09782608695652174,0,High Performers,1
2020-12-09,21-Day Upgrade,Skill,Ads,WhatsApp,237,27,39217.27,2419.68,25051,996,India,0.03975889186060437,2.4293975903614458,89.61777777777777,15.207626628314488,0.02710843373493976,2,High Performers,1
2020-12-09,Mindset Coaching,Skill,Email,Instagram,839,115,37626.37,11252.95,49599,2976,India,0.06000120970180851,3.7812331989247316,97.8517391304348,2.3436894325487985,0.03864247311827957,2,High Performers,0
2020-12-09,Spiritual Sessions,Digital,Email,Facebook,437,72,131747.74,8201.66,32772,2779,India,0.08479799829122421,2.951299028427492,113.91194444444444,15.063545672461427,0.025908600215905003,2,High Performers,1
2020-12-09,1:1 Mentorship,Physical,WhatsApp,WhatsApp,30,7,7610.28,264.48,1964,156,India,0.07942973523421588,1.6953846153846155,37.78285714285715,27.774500907441013,0.04487179487179487,1,High Performers,1
2020-12-09,Dashboard Templates,Physical,WhatsApp,Facebook,458,56,75676.21,12713.3,41431,2781,India,0.06712365137216095,4.57148507731032,227.02321428571426,4.95252294840836,0.020136641495864797,2,High Performers,0
2020-12-09,Meditation Audio Pack,Digital,Ads,Google,520,71,92617.83,8298.66,43706,2927,India,0.06697021003981146,2.835210112743423,116.88253521126761,10.160576526812763,0.02425691834642979,2,High Performers,0
2020-12-09,E-book,Skill,Influencer,YouTube,837,129,213216.24,11231.66,49556,3987,India,0.08045443538622972,2.817070479056935,87.06713178294574,17.983501993472025,0.03235515425131678,2,High Performers,1
2020-12-09,Clothing Brand,Skill,WhatsApp,YouTube,206,60,75629.35,1107.24,11518,901,India,0.07822538635179718,1.2289012208657049,18.454,67.30438748600123,0.06659267480577137,1,High Performers,1
2020-12-10,5-Min Meditation Club,Physical,Influencer,YouTube,174,49,90241.07,4130.31,29231,1123,India,0.03841811775170196,3.677925200356189,84.29204081632653,20.84849805462544,0.04363312555654497,0,High Performers,1
2020-12-10,3-Day Challenge,Skill,Content,WhatsApp,120,17,4637.64,2929.46,24583,764,India,0.03107838750355937,3.834371727748691,172.32117647058823,0.5831040533067529,0.02225130890052356,2,Average,0
2020-12-10,21-Day Upgrade,Coaching,WhatsApp,Google,673,175,68221.67,9983.38,45590,3185,India,0.06986181180083352,3.1344992150706434,57.04788571428571,5.833524317415545,0.054945054945054944,0,High Performers,0
2020-12-10,Mindset Coaching,Coaching,Content,Google,542,151,176071.91,7425.89,36386,2095,India,0.0575770900895949,3.5445775656324585,49.178079470198675,22.710546479950548,0.0720763723150358,0,High Performers,1
2020-12-10,Spiritual Sessions,Skill,Ads,WhatsApp,235,33,20898.32,1780.52,23459,1497,India,0.06381346178438979,1.1893921175684703,53.95515151515151,10.737200368431694,0.022044088176352707,1,High Performers,0
2020-12-10,1:1 Mentorship,Physical,Influencer,Google,606,113,221173.64,7691.14,43239,1858,India,0.04297046647702306,4.139472551130248,68.06318584070797,27.756938503264795,0.06081808396124865,0,High Performers,1
2020-12-10,Dashboard Templates,Skill,Content,WhatsApp,170,31,10107.97,1103.4,6909,577,India,0.0835142567665364,1.912305025996534,35.593548387096774,8.160748595251041,0.053726169844020795,1,High Performers,0
2020-12-10,Meditation Audio Pack,Digital,WhatsApp,WhatsApp,276,73,51606.94,5690.01,18275,1396,India,0.07638850889192886,4.075938395415473,77.94534246575343,8.069745044384808,0.052292263610315186,0,High Performers,0
2020-12-10,E-book,Skill,Ads,Facebook,251,44,23027.72,1070.63,10077,666,India,0.0660910985412325,1.6075525525525527,24.332500000000003,20.508569720631776,0.06606606606606606,1,High Performers,1
2020-12-10,Clothing Brand,Physical,Email,WhatsApp,447,55,101812.51,1748.75,47524,1725,India,0.0362974497096204,1.013768115942029,31.795454545454547,57.22016297355253,0.03188405797101449,1,High Performers,1
2020-12-11,5-Min Meditation Club,Coaching,Ads,YouTube,545,82,91739.05,8377.29,21707,1884,India,0.08679227898834477,4.446544585987262,102.16207317073172,9.95092207623229,0.0435244161358811,2,High Performers,0
2020-12-11,3-Day Challenge,Coaching,WhatsApp,YouTube,352,39,49694.53,1354.11,16365,932,India,0.056950809654750995,1.4529077253218883,34.72076923076923,35.699034790378924,0.04184549356223176,1,High Performers,1
2020-12-11,21-Day Upgrade,Digital,Email,Facebook,101,26,51875.72,1541.87,11564,457,India,0.03951919750951228,3.3738949671772427,59.302692307692304,32.644678215413755,0.05689277899343545,0,High Performers,1
2020-12-11,Mindset Coaching,Coaching,Ads,Google,521,54,98758.07,2838.83,36754,1478,India,0.04021331011590575,1.920723951285521,52.57092592592593,33.788300109552175,0.036535859269282815,1,High Performers,1
2020-12-11,Spiritual Sessions,Physical,Influencer,Google,1288,194,330240.83,9384.46,39938,3499,India,0.08761079673493916,2.6820405830237206,48.37350515463917,34.1901792964113,0.05544441268933981,1,High Performers,1
2020-12-11,1:1 Mentorship,Skill,Email,Google,357,83,81887.29,9955.58,49759,2140,India,0.04300729516268414,4.652140186915887,119.94674698795181,7.22526562992814,0.03878504672897196,2,High Performers,0
2020-12-11,Dashboard Templates,Skill,Ads,WhatsApp,355,93,122582.87,4112.55,15783,896,India,0.056769942343027305,4.589899553571429,44.22096774193549,28.807022407022405,0.10379464285714286,0,High Performers,1
2020-12-11,Meditation Audio Pack,Skill,WhatsApp,Instagram,356,59,52615.76,3265.28,11726,1084,India,0.09244414122462903,3.0122509225092253,55.34372881355932,15.113705409643277,0.0544280442804428,0,High Performers,1
2020-12-11,E-book,Digital,Email,Google,331,73,80700.0,4204.67,45126,1578,India,0.034968754155032575,2.664556400506971,57.59821917808219,18.192944987359294,0.046261089987325726,1,High Performers,1
2020-12-11,Clothing Brand,Skill,WhatsApp,Google,131,32,41482.21,3257.06,26964,963,India,0.03571428571428571,3.382201453790239,101.783125,11.736090216330066,0.033229491173416406,2,High Performers,0
2020-12-12,5-Min Meditation Club,Physical,Content,Instagram,111,11,18301.2,1086.61,6566,460,India,0.07005787389582699,2.362195652173913,98.78272727272726,15.84247338051371,0.02391304347826087,2,High Performers,1
2020-12-12,3-Day Challenge,Coaching,Content,YouTube,359,40,48937.2,6955.73,43807,1548,India,0.035336818316707375,4.493365633074935,173.89325,6.03552323048767,0.025839793281653745,2,High Performers,0
2020-12-12,21-Day Upgrade,Digital,Ads,Instagram,974,112,69352.28,9496.02,29530,2795,India,0.09464950897392482,3.3975026833631485,84.78589285714285,6.303299698189345,0.04007155635062612,2,High Performers,0
2020-12-12,Mindset Coaching,Coaching,Ads,Instagram,199,35,35470.84,1257.16,35148,713,India,0.02028564925458063,1.7631977559607295,35.91885714285714,27.215056158325105,0.04908835904628331,1,High Performers,1
2020-12-12,Spiritual Sessions,Digital,WhatsApp,Google,268,77,61611.97,1593.54,34546,756,India,0.021883864991605394,2.1078571428571427,20.695324675324674,37.66358547636081,0.10185185185185185,1,High Performers,1
2020-12-12,1:1 Mentorship,Physical,Email,Instagram,66,11,13413.85,1839.5,18984,654,India,0.034450063211125155,2.812691131498471,167.22727272727272,6.292117423212829,0.016819571865443424,2,High Performers,0
2020-12-12,Dashboard Templates,Coaching,Ads,WhatsApp,1007,161,136857.65,8139.82,44473,3733,India,0.0839385694691161,2.1805036163943208,50.55788819875776,15.81335090947957,0.043128850790249126,1,High Performers,1
2020-12-12,Meditation Audio Pack,Physical,Email,WhatsApp,115,28,8942.81,1097.24,11096,423,India,0.03812184571016582,2.593947990543735,39.18714285714286,7.150277058802085,0.06619385342789598,0,High Performers,0
2020-12-12,E-book,Physical,Ads,WhatsApp,1155,285,541476.02,9647.97,47095,4026,India,0.08548678203630959,2.3964157973174367,33.85252631578947,55.1233109141094,0.07078986587183309,1,High Performers,1
2020-12-12,Clothing Brand,Physical,Email,Google,226,37,23702.31,2760.17,17911,761,India,0.04248785662442075,3.627030223390276,74.59918918918919,7.587264552545676,0.04862023653088042,0,High Performers,0
2020-12-13,5-Min Meditation Club,Digital,Ads,Facebook,66,12,11754.84,862.52,14386,320,India,0.02224384818573613,2.695375,71.87666666666667,12.628483977183137,0.0375,2,High Performers,0
2020-12-13,3-Day Challenge,Physical,Ads,WhatsApp,1115,231,63671.33,9026.28,49747,2950,India,0.05930005829497256,3.05975593220339,39.0748051948052,6.053994558112533,0.07830508474576271,0,High Performers,0
2020-12-13,21-Day Upgrade,Digital,Email,YouTube,857,166,215242.8,16882.1,41798,3853,India,0.0921814440882339,4.381546846613029,101.69939759036144,11.749764543510581,0.04308331170516481,2,High Performers,0
2020-12-13,Mindset Coaching,Physical,Ads,Google,260,28,19093.96,3073.56,20459,1740,India,0.08504814507062906,1.7664137931034483,109.77,5.212327073491326,0.016091954022988506,2,High Performers,0
2020-12-13,Spiritual Sessions,Physical,Content,YouTube,77,9,10042.91,408.32,8697,257,India,0.02955041968494883,1.588793774319066,45.36888888888889,23.59568475705329,0.03501945525291829,1,High Performers,1
2020-12-13,1:1 Mentorship,Skill,Email,Facebook,36,10,16065.82,936.04,15787,210,India,0.013302083993158928,4.457333333333334,93.604,16.163604119482073,0.047619047619047616,0,High Performers,1
2020-12-13,Dashboard Templates,Coaching,Email,Google,631,100,178670.04,6065.02,23797,2126,India,0.08933899230995504,2.8527845719661338,60.650200000000005,28.459101536351078,0.047036688617121354,1,High Performers,1
2020-12-13,Meditation Audio Pack,Coaching,Email,WhatsApp,172,40,68757.85,664.05,45388,614,India,0.013527804706089715,1.081514657980456,16.60125,102.54318198930804,0.06514657980456026,1,High Performers,1
2020-12-13,E-book,Physical,Influencer,YouTube,868,233,378285.08,6789.4,45353,3169,India,0.06987409873657752,2.142442410855159,29.139055793991414,54.717011812531304,0.07352477122120543,1,High Performers,1
2020-12-13,Clothing Brand,Physical,Email,WhatsApp,406,108,87471.07,3771.56,19043,1660,India,0.08717113900120779,2.2720240963855423,34.92185185185185,22.192278526657407,0.06506024096385542,1,High Performers,1
2020-12-14,5-Min Meditation Club,Digital,Influencer,WhatsApp,279,31,46528.93,7545.28,22871,2231,India,0.09754711206331161,3.382017032720753,243.39612903225805,5.166627348488062,0.013895114298520844,2,High Performers,0
2020-12-14,3-Day Challenge,Digital,WhatsApp,Instagram,631,150,58329.11,8195.54,33636,1706,India,0.05071946723748365,4.803950762016413,54.63693333333334,6.117177147570507,0.08792497069167643,0,High Performers,0
2020-12-14,21-Day Upgrade,Digital,Influencer,Instagram,73,16,10531.83,1536.88,19751,340,India,0.01721431826236646,4.520235294117647,96.055,5.852734110665764,0.047058823529411764,2,High Performers,0
2020-12-14,Mindset Coaching,Skill,Email,Instagram,92,25,43615.24,1914.7,9157,479,India,0.05230970841978814,3.997286012526096,76.58800000000001,21.77915078080117,0.05219206680584551,0,High Performers,1
2020-12-14,Spiritual Sessions,Skill,WhatsApp,Instagram,189,48,75746.82,1549.71,18522,1013,India,0.05469171795702408,1.529822309970385,32.285625,47.87806105658478,0.04738400789733465,1,High Performers,1
2020-12-14,1:1 Mentorship,Digital,Email,YouTube,514,76,72646.95,6882.38,21935,2068,India,0.09427855026213813,3.328036750483559,90.55763157894737,9.555498243340239,0.0367504835589942,2,High Performers,0
2020-12-14,Dashboard Templates,Skill,Influencer,Google,389,64,99141.88,3441.7,46076,3213,India,0.06973261567844431,1.0711795829442887,53.7765625,27.80607839149258,0.019919078742608155,1,High Performers,1
