Date,Product,Category,Campaign_Type,Platform,Leads,Conversions,Revenue,Spend,Impressions,Clicks,Country
2020-06-21,21-Day Upgrade,Coaching,Ads,Google,140,24,45198.85,907.94,10972,396,India
2020-06-21,Mindset Coaching,Digital,Ads,Instagram,649,140,209238.32,11718.35,49506,3482,India
2020-06-21,Spiritual Sessions,Skill,Content,Google,372,74,128696.44,5027.67,22618,1930,India
2020-06-21,1:1 Mentorship,Skill,Ads,Instagram,377,76,150915.83,11265.99,44516,2858,India
2020-06-21,Dashboard Templates,Digital,Content,WhatsApp,195,27,20706.67,4443.49,13818,1151,India
2020-06-21,Meditation Audio Pack,Physical,Ads,YouTube,387,64,45622.01,2800.45,24970,1210,India
2020-06-21,E-book,Skill,WhatsApp,WhatsApp,48,5,8690.1,1473.9,36995,469,India
2020-06-21,Clothing Brand,Physical,Ads,Instagram,355,82,86812.32,4415.0,16916,1451,India
2020-06-22,5-Min Meditation Club,Coaching,WhatsApp,WhatsApp,133,34,36273.26,3089.5,49437,991,India
2020-06-22,3-Day Challenge,Digital,Influencer,WhatsApp,3,0,0.0,138.85,1002,33,India
2020-06-22,21-Day Upgrade,Physical,WhatsApp,WhatsApp,239,54,84191.87,1596.66,41612,634,India
2020-06-22,Mindset Coaching,Physical,Email,Google,192,52,90007.89,943.97,29583,559,India
2020-06-22,Spiritual Sessions,Digital,Influencer,WhatsApp,442,69,120844.89,8020.8,29876,2063,India
2020-06-22,1:1 Mentorship,Digital,Influencer,YouTube,167,32,50539.11,991.57,20257,437,India
2020-06-22,Dashboard Templates,Digital,Influencer,Google,1270,138,217202.46,13737.08,47792,4207,India
2020-06-22,Meditation Audio Pack,Physical,Email,Google,142,27,5744.89,1220.74,37142,438,India
2020-06-22,E-book,Physical,Ads,WhatsApp,300,60,116648.53,3216.24,38876,1413,India
2020-06-22,Clothing Brand,Digital,Content,WhatsApp,196,45,25113.31,2721.8,11006,944,India
2020-06-23,5-Min Meditation Club,Physical,Content,Instagram,638,162,89007.95,2116.42,23684,1832,India
2020-06-23,3-Day Challenge,Digital,Influencer,WhatsApp,462,127,209384.78,2221.23,48661,1913,India
2020-06-23,21-Day Upgrade,Coaching,Ads,Google,68,7,8704.69,1876.18,12580,398,India
2020-06-23,Mindset Coaching,Skill,WhatsApp,Instagram,494,53,89900.85,3013.73,41969,1725,India
2020-06-23,Spiritual Sessions,Skill,Content,YouTube,343,34,19543.79,2591.81,30047,1319,India
2020-06-23,1:1 Mentorship,Physical,WhatsApp,Google,28,5,3172.15,803.26,5136,180,India
2020-06-23,Dashboard Templates,Physical,Influencer,Google,184,48,78086.04,3362.67,8999,695,India
2020-06-23,Meditation Audio Pack,Physical,Content,Facebook,353,46,32739.07,6020.94,16659,1642,India
2020-06-23,E-book,Coaching,Email,Facebook,785,234,410280.46,3382.87,23891,2095,India
2020-06-23,Clothing Brand,Physical,Content,Instagram,40,11,15826.73,503.0,6912,383,India
2020-06-24,5-Min Meditation Club,Digital,Ads,Instagram,525,84,58046.44,4323.72,29952,1506,India
2020-06-24,3-Day Challenge,Physical,Influencer,Google,28,7,7954.9,367.54,2409,77,India
2020-06-24,21-Day Upgrade,Physical,Influencer,YouTube,238,32,31308.38,4007.65,29743,1629,India
2020-06-24,Mindset Coaching,Skill,Email,Facebook,169,38,58099.41,2013.55,23620,624,India
2020-06-24,Spiritual Sessions,Digital,Content,Google,140,30,21282.03,3960.58,34787,1279,India
2020-06-24,1:1 Mentorship,Coaching,Influencer,YouTube,641,122,92388.32,2300.8,36771,1962,India
2020-06-24,Dashboard Templates,Digital,Email,YouTube,474,48,92459.69,2336.44,41366,1294,India
2020-06-24,Meditation Audio Pack,Digital,WhatsApp,Facebook,395,72,133409.74,4207.37,33872,1084,India
2020-06-24,E-book,Skill,Influencer,Facebook,419,47,57782.53,4629.92,13388,1228,India
2020-06-24,Clothing Brand,Coaching,Content,YouTube,89,16,5229.27,720.28,4239,246,India
2020-06-25,5-Min Meditation Club,Digital,Ads,Google,1064,224,352829.96,8862.59,36690,2851,India
2020-06-25,3-Day Challenge,Coaching,Email,YouTube,171,42,58008.95,1778.1,15648,434,India
2020-06-25,21-Day Upgrade,Skill,Content,WhatsApp,452,90,67603.74,1612.17,18570,1232,India
2020-06-25,Mindset Coaching,Digital,Email,Instagram,470,101,78094.57,4126.39,38598,1360,India
2020-06-25,Spiritual Sessions,Physical,WhatsApp,Facebook,225,61,60348.18,5582.77,24396,1862,India
2020-06-25,1:1 Mentorship,Skill,WhatsApp,Facebook,209,32,53508.2,2965.94,29343,642,India
2020-06-25,Dashboard Templates,Physical,Ads,Facebook,14,4,4083.92,415.2,2754,115,India
2020-06-25,Meditation Audio Pack,Skill,Ads,Instagram,168,42,78120.08,965.76,10795,505,India
2020-06-25,E-book,Coaching,WhatsApp,WhatsApp,318,67,74294.9,3337.39,20544,1133,India
2020-06-25,Clothing Brand,Skill,Ads,Instagram,220,33,44374.81,3622.26,30480,920,India
2020-06-26,5-Min Meditation Club,Digital,Content,Facebook,73,18,34171.12,855.35,5893,319,India
2020-06-26,3-Day Challenge,Skill,WhatsApp,Instagram,513,61,23307.79,2195.95,17679,1536,India
2020-06-26,21-Day Upgrade,Coaching,Ads,WhatsApp,112,17,33144.84,3687.17,25142,805,India
2020-06-26,Mindset Coaching,Coaching,WhatsApp,WhatsApp,322,32,9053.58,3938.34,14936,1422,India
2020-06-26,Spiritual Sessions,Digital,Email,YouTube,21,2,3885.2,285.05,3107,71,India
2020-06-26,1:1 Mentorship,Physical,Email,Facebook,119,27,13317.07,4664.74,29439,1048,India
2020-06-26,Dashboard Templates,Physical,Ads,Facebook,419,117,139722.39,5332.27,25312,2336,India
2020-06-26,Meditation Audio Pack,Skill,Influencer,Google,475,125,98523.95,6340.22,29812,2406,India
2020-06-26,E-book,Physical,Ads,YouTube,311,86,36284.35,2002.64,26457,1331,India
2020-06-26,Clothing Brand,Coaching,Ads,Facebook,610,154,213484.41,13226.21,38361,2661,India
2020-06-27,5-Min Meditation Club,Coaching,Content,WhatsApp,1145,303,566553.69,19640.16,49698,4437,India
2020-06-27,3-Day Challenge,Skill,Content,Google,810,91,114462.76,10959.72,31788,3069,India
2020-06-27,21-Day Upgrade,Coaching,Content,Instagram,748,194,141089.48,6761.61,46371,1920,India
2020-06-27,Mindset Coaching,Digital,Ads,Instagram,740,118,30229.76,8796.56,22947,2116,India
2020-06-27,Spiritual Sessions,Coaching,Content,WhatsApp,120,35,48259.15,1166.43,23666,1008,India
2020-06-27,1:1 Mentorship,Skill,WhatsApp,WhatsApp,350,91,126568.62,8566.15,46656,2157,India
2020-06-27,Dashboard Templates,Coaching,Ads,WhatsApp,400,55,18990.14,1843.61,24341,1505,India
2020-06-27,Meditation Audio Pack,Skill,Content,Facebook,305,39,66044.64,2392.63,28610,788,India
2020-06-27,E-book,Coaching,Content,Google,398,77,145772.7,6451.6,49458,1686,India
2020-06-27,Clothing Brand,Digital,Ads,WhatsApp,135,15,7754.23,1270.58,13931,342,India
2020-06-28,5-Min Meditation Club,Coaching,Influencer,Google,297,41,19576.09,5379.6,19880,1370,India
2020-06-28,3-Day Challenge,Coaching,Content,Instagram,160,32,30738.27,1144.34,26788,522,India
2020-06-28,21-Day Upgrade,Digital,Ads,Facebook,184,27,38636.41,3300.62,35790,884,India
2020-06-28,Mindset Coaching,Digital,Influencer,WhatsApp,646,101,24600.66,10367.94,36414,2264,India
2020-06-28,Spiritual Sessions,Digital,Content,WhatsApp,63,17,11046.99,1602.47,27548,428,India
2020-06-28,1:1 Mentorship,Physical,Content,Instagram,281,60,65534.6,3425.11,21502,1122,India
2020-06-28,Dashboard Templates,Skill,Email,Google,270,54,77664.86,2902.91,26689,1308,India
2020-06-28,Meditation Audio Pack,Coaching,Email,Google,151,21,18956.23,1812.47,27224,482,India
2020-06-28,E-book,Digital,Content,Google,245,39,54538.06,6878.59,43676,1882,India
2020-06-28,Clothing Brand,Coaching,Content,Instagram,195,20,11585.44,5504.38,43815,1200,India
2020-06-29,5-Min Meditation Club,Digital,WhatsApp,Facebook,90,10,13605.62,474.87,14411,309,India
2020-06-29,3-Day Challenge,Skill,WhatsApp,Instagram,81,9,8881.8,871.34,8400,277,India
2020-06-29,21-Day Upgrade,Digital,Content,Instagram,218,63,125580.06,1261.92,15318,553,India
2020-06-29,Mindset Coaching,Digital,Content,Instagram,373,65,89142.23,7649.81,40802,1760,India
2020-06-29,Spiritual Sessions,Physical,Ads,YouTube,93,9,13121.11,1611.85,12036,484,India
2020-06-29,1:1 Mentorship,Skill,Influencer,Facebook,816,137,135772.16,5416.8,39440,3488,India
2020-06-29,Dashboard Templates,Skill,Influencer,Facebook,1369,399,750117.19,18054.03,44744,3981,India
2020-06-29,Meditation Audio Pack,Physical,Influencer,WhatsApp,171,19,32880.87,616.76,7806,478,India
2020-06-29,E-book,Physical,Ads,Instagram,156,19,36166.15,3679.09,13419,1140,India
2020-06-29,Clothing Brand,Digital,Email,YouTube,806,84,108951.53,2937.7,23727,2024,India
2020-06-30,5-Min Meditation Club,Physical,Ads,Facebook,365,63,76143.54,9453.66,38696,3127,India
2020-06-30,3-Day Challenge,Skill,Content,Google,444,101,35589.14,3425.54,26825,1681,India
2020-06-30,21-Day Upgrade,Coaching,Content,Instagram,107,14,23735.34,4160.53,17799,966,India
2020-06-30,Mindset Coaching,Digital,Email,WhatsApp,955,127,203600.94,2858.85,38138,2409,India
2020-06-30,Spiritual Sessions,Coaching,Influencer,Instagram,72,14,16173.52,1176.35,13674,266,India
2020-06-30,1:1 Mentorship,Coaching,Content,Facebook,142,30,7542.83,3600.36,14280,840,India
2020-06-30,Dashboard Templates,Physical,Email,Instagram,674,104,38408.0,7589.94,47347,1930,India
2020-06-30,Meditation Audio Pack,Skill,Email,Instagram,235,34,36671.99,4990.3,28657,1055,India
2020-06-30,E-book,Coaching,Ads,Facebook,666,156,168575.76,8061.94,48599,2109,India
2020-06-30,Clothing Brand,Coaching,WhatsApp,Facebook,283,31,61865.11,3260.91,14824,741,India
2020-07-01,5-Min Meditation Club,Coaching,Content,YouTube,154,24,12432.68,1417.42,34927,386,India
2020-07-01,3-Day Challenge,Skill,Influencer,Instagram,516,116,67300.28,7743.49,46948,3301,India
2020-07-01,21-Day Upgrade,Skill,Content,Facebook,21,4,7469.22,227.25,3597,189,India
2020-07-01,Mindset Coaching,Physical,Email,Instagram,415,102,145440.8,7767.13,45871,3251,India
2020-07-01,Spiritual Sessions,Digital,WhatsApp,Facebook,136,29,33326.09,1189.41,21968,1022,India
2020-07-01,1:1 Mentorship,Digital,Content,Facebook,1193,144,173176.16,4802.51,35445,3170,India
2020-07-01,Dashboard Templates,Digital,Email,Instagram,38,5,6761.74,740.39,13047,184,India
2020-07-01,Meditation Audio Pack,Physical,WhatsApp,Instagram,984,102,124920.06,13452.98,41136,2949,India
2020-07-01,E-book,Skill,Influencer,Facebook,31,7,12109.21,378.79,8632,233,India
2020-07-01,Clothing Brand,Coaching,Influencer,Facebook,380,40,68176.38,4933.26,32824,1263,India
2020-07-02,5-Min Meditation Club,Skill,Content,Facebook,457,93,115336.62,3853.5,20743,1255,India
2020-07-02,3-Day Challenge,Physical,WhatsApp,Facebook,67,19,24829.68,1815.55,35052,582,India
2020-07-02,21-Day Upgrade,Digital,Email,Instagram,669,108,184476.36,4596.76,26117,2066,India
2020-07-02,Mindset Coaching,Digital,Email,Instagram,451,129,122030.6,6029.08,49094,1624,India
2020-07-02,Spiritual Sessions,Skill,Email,Google,266,28,40619.31,6645.27,27707,2050,India
2020-07-02,1:1 Mentorship,Physical,Ads,Facebook,893,239,205576.74,3879.54,43549,3422,India
2020-07-02,Dashboard Templates,Skill,Content,Facebook,142,26,31129.93,1863.17,12542,377,India
2020-07-02,Meditation Audio Pack,Physical,Email,Google,81,14,16468.14,2997.07,28073,633,India
2020-07-02,E-book,Skill,Email,WhatsApp,448,123,138940.78,7207.61,49583,2214,India
2020-07-02,Clothing Brand,Physical,Email,Facebook,219,65,65036.44,1608.62,29132,641,India
2020-07-03,5-Min Meditation Club,Coaching,Ads,Facebook,102,24,23175.4,1052.88,10001,696,India
2020-07-03,3-Day Challenge,Physical,Influencer,Google,340,94,122662.73,1666.12,27797,933,India
2020-07-03,21-Day Upgrade,Coaching,Influencer,Instagram,610,125,214090.07,6418.56,17571,1546,India
2020-07-03,Mindset Coaching,Skill,Influencer,Facebook,335,35,57608.19,3962.38,42756,1676,India
2020-07-03,Spiritual Sessions,Digital,WhatsApp,Facebook,211,58,110231.91,2037.8,38001,1937,India
2020-07-03,1:1 Mentorship,Skill,Email,Instagram,510,77,99056.36,11304.34,32996,2346,India
2020-07-03,Dashboard Templates,Coaching,Content,YouTube,1112,152,249461.65,7597.19,42029,3657,India
2020-07-03,Meditation Audio Pack,Skill,WhatsApp,YouTube,32,9,10004.59,298.57,3892,150,India
2020-07-03,E-book,Skill,Email,YouTube,390,76,64791.33,3899.42,29024,1374,India
2020-07-03,Clothing Brand,Skill,Ads,Facebook,36,8,9390.2,1463.14,4424,304,India
2020-07-04,5-Min Meditation Club,Physical,Email,YouTube,647,108,40078.99,5480.29,19402,1690,India
2020-07-04,3-Day Challenge,Digital,Content,Instagram,92,12,15483.1,716.95,8902,254,India
2020-07-04,21-Day Upgrade,Physical,WhatsApp,YouTube,248,31,53209.1,2894.9,24869,778,India
2020-07-04,Mindset Coaching,Skill,WhatsApp,Facebook,426,97,165462.05,6295.04,34158,3147,India
2020-07-04,Spiritual Sessions,Skill,Ads,Facebook,414,96,89942.44,8439.47,30377,1864,India
2020-07-04,1:1 Mentorship,Skill,Content,YouTube,565,166,136533.58,5150.67,43679,2902,India
2020-07-04,Dashboard Templates,Coaching,Ads,WhatsApp,590,97,171522.81,6260.17,22767,1818,India
2020-07-04,Meditation Audio Pack,Skill,Influencer,Google,248,61,68481.71,1518.32,24555,1104,India
2020-07-04,E-book,Skill,WhatsApp,WhatsApp,758,148,249521.41,6494.16,44407,1977,India
2020-07-04,Clothing Brand,Physical,WhatsApp,YouTube,435,104,69040.63,3637.11,22676,1228,India
2020-07-05,5-Min Meditation Club,Physical,Content,WhatsApp,250,48,36345.92,899.31,9498,763,India
2020-07-05,3-Day Challenge,Physical,Content,Facebook,990,205,41866.22,5298.8,49591,4426,India
2020-07-05,21-Day Upgrade,Physical,Email,Google,96,17,25189.4,2575.0,34305,717,India
2020-07-05,Mindset Coaching,Digital,Email,Facebook,402,109,54925.15,4629.98,33848,1132,India
2020-07-05,Spiritual Sessions,Coaching,Influencer,YouTube,451,68,75994.26,3341.05,35262,2246,India
2020-07-05,1:1 Mentorship,Digital,Ads,Google,621,109,144413.97,6513.43,45725,4166,India
2020-07-05,Dashboard Templates,Digital,Ads,WhatsApp,67,7,11287.52,1686.62,10884,447,India
2020-07-05,Meditation Audio Pack,Physical,Influencer,WhatsApp,10,2,864.32,205.64,3886,91,India
2020-07-05,E-book,Digital,WhatsApp,Facebook,174,38,23605.96,2703.66,46188,570,India
2020-07-05,Clothing Brand,Coaching,Ads,Facebook,8,2,1878.91,190.24,6789,79,India
2020-07-06,5-Min Meditation Club,Digital,Influencer,Facebook,161,38,37605.14,1854.47,35229,987,India
2020-07-06,3-Day Challenge,Digital,Ads,Instagram,673,155,107449.29,3668.57,23588,1917,India
2020-07-06,21-Day Upgrade,Digital,WhatsApp,Facebook,33,9,13468.34,202.76,4970,143,India
2020-07-06,Mindset Coaching,Skill,WhatsApp,YouTube,200,22,8056.9,3877.3,47233,905,India
2020-07-06,Spiritual Sessions,Physical,Ads,YouTube,751,135,124574.64,6575.43,30176,2129,India
2020-07-06,1:1 Mentorship,Skill,Ads,Facebook,61,10,10179.6,1174.82,12284,350,India
2020-07-06,Dashboard Templates,Digital,Content,Facebook,223,58,78646.69,2095.27,28475,868,India
2020-07-06,Meditation Audio Pack,Physical,Content,Instagram,448,69,56831.49,15281.45,42432,3457,India
2020-07-06,E-book,Skill,WhatsApp,Instagram,1712,206,339987.99,18590.17,49319,4675,India
2020-07-06,Clothing Brand,Skill,Influencer,WhatsApp,253,31,57069.44,4175.29,14767,1092,India
2020-07-07,5-Min Meditation Club,Physical,Email,WhatsApp,180,41,71673.43,2697.04,27624,1167,India
2020-07-07,3-Day Challenge,Physical,Ads,YouTube,278,28,46941.95,3721.16,20194,1906,India
2020-07-07,21-Day Upgrade,Digital,Email,YouTube,62,14,9098.97,849.28,4146,196,India
2020-07-07,Mindset Coaching,Coaching,Email,Google,360,62,94850.23,3843.52,9974,935,India
2020-07-07,Spiritual Sessions,Digital,Influencer,YouTube,115,31,30937.27,4428.45,13150,995,India
2020-07-07,1:1 Mentorship,Physical,WhatsApp,YouTube,108,19,7680.41,1157.95,7474,290,India
2020-07-07,Dashboard Templates,Coaching,Ads,WhatsApp,846,246,475306.77,18217.45,49889,3924,India
2020-07-07,Meditation Audio Pack,Digital,Email,Google,78,9,2092.58,1065.5,3881,257,India
2020-07-07,E-book,Coaching,Influencer,Google,442,59,42596.66,7997.98,33833,2564,India
2020-07-07,Clothing Brand,Coaching,Email,Google,600,60,112830.46,4897.15,47118,3248,India
2020-07-08,5-Min Meditation Club,Coaching,WhatsApp,WhatsApp,1072,315,449388.17,9471.32,47433,3797,India
2020-07-08,3-Day Challenge,Skill,Ads,Instagram,394,62,90913.76,2233.47,15588,1508,India
2020-07-08,21-Day Upgrade,Skill,Ads,Facebook,18,5,3270.28,219.24,8044,96,India
2020-07-08,Mindset Coaching,Skill,WhatsApp,Facebook,1104,150,133938.86,12556.13,34402,3263,India
2020-07-08,Spiritual Sessions,Skill,WhatsApp,Google,64,12,10244.89,711.49,13306,284,India
2020-07-08,1:1 Mentorship,Physical,Content,Instagram,109,28,20641.91,939.64,11588,319,India
2020-07-08,Dashboard Templates,Skill,WhatsApp,Facebook,7,0,0.0,250.5,2031,56,India
2020-07-08,Meditation Audio Pack,Digital,Email,Instagram,55,8,9090.31,1807.66,10609,381,India
2020-07-08,E-book,Coaching,WhatsApp,Google,175,30,42574.41,2448.08,26905,1080,India
2020-07-08,Clothing Brand,Coaching,Content,YouTube,595,107,105225.44,18239.83,47626,4466,India
2020-07-09,5-Min Meditation Club,Coaching,Email,YouTube,10,2,2408.12,74.43,2894,70,India
2020-07-09,3-Day Challenge,Digital,Influencer,Google,1220,299,492676.8,14620.96,43095,3101,India
2020-07-09,21-Day Upgrade,Digital,Email,Facebook,374,64,80691.01,2122.53,34038,1412,India
2020-07-09,Mindset Coaching,Coaching,Email,YouTube,1056,126,184581.05,12165.04,46638,3811,India
2020-07-09,Spiritual Sessions,Coaching,WhatsApp,Facebook,417,43,34370.35,3644.91,18634,1377,India
2020-07-09,1:1 Mentorship,Digital,Ads,WhatsApp,562,145,284390.06,7047.49,23820,1504,India
2020-07-09,Dashboard Templates,Physical,WhatsApp,YouTube,689,204,332186.93,13574.03,44967,3929,India
2020-07-09,Meditation Audio Pack,Physical,Content,WhatsApp,23,2,1714.34,246.74,5747,68,India
2020-07-09,E-book,Digital,WhatsApp,Instagram,639,80,109488.94,11693.19,30877,2574,India
2020-07-09,Clothing Brand,Digital,Ads,Google,36,5,7506.38,263.03,3696,239,India
2020-07-10,5-Min Meditation Club,Physical,Ads,WhatsApp,237,55,55268.89,2937.67,29810,640,India
2020-07-10,3-Day Challenge,Digital,Ads,YouTube,178,47,90288.84,3015.9,37955,698,India
2020-07-10,21-Day Upgrade,Coaching,Email,Google,108,21,8913.56,872.67,37648,445,India
2020-07-10,Mindset Coaching,Digital,Ads,Google,1157,258,348795.75,16927.2,43770,3424,India
2020-07-10,Spiritual Sessions,Physical,Content,Instagram,721,83,25447.96,5680.11,35937,3366,India
2020-07-10,1:1 Mentorship,Physical,Influencer,Facebook,350,82,98852.66,8198.99,29013,2148,India
2020-07-10,Dashboard Templates,Digital,WhatsApp,WhatsApp,423,56,72482.3,5347.65,49817,2284,India
2020-07-10,Meditation Audio Pack,Physical,Ads,WhatsApp,313,91,151068.43,5231.58,49812,1304,India
2020-07-10,E-book,Digital,WhatsApp,Google,296,80,44413.21,8245.88,30492,2582,India
2020-07-10,Clothing Brand,Physical,Influencer,Facebook,64,8,3509.5,2388.93,9744,562,India
2020-07-11,5-Min Meditation Club,Coaching,Influencer,WhatsApp,827,213,85962.44,12278.42,44907,3535,India
2020-07-11,3-Day Challenge,Skill,WhatsApp,Google,301,65,32978.95,2381.51,20422,933,India
2020-07-11,21-Day Upgrade,Digital,Email,WhatsApp,215,24,29094.75,3372.88,19961,781,India
2020-07-11,Mindset Coaching,Skill,Email,Google,198,57,110876.54,3342.93,22695,822,India
2020-07-11,Spiritual Sessions,Coaching,Ads,Facebook,584,110,211453.46,9354.67,28759,2110,India
2020-07-11,1:1 Mentorship,Skill,Email,Google,273,38,24119.03,1175.23,19812,1158,India
2020-07-11,Dashboard Templates,Physical,WhatsApp,Instagram,457,87,24910.18,3420.96,22699,2230,India
2020-07-11,Meditation Audio Pack,Digital,Email,Google,295,66,62987.63,5659.68,27754,1222,India
2020-07-11,E-book,Physical,Content,WhatsApp,366,46,57861.83,3422.01,19298,1905,India
2020-07-11,Clothing Brand,Coaching,Influencer,Instagram,65,14,9605.47,1641.23,12244,618,India
2020-07-12,5-Min Meditation Club,Digital,Content,YouTube,114,27,47131.46,2425.66,15683,744,India
2020-07-12,3-Day Challenge,Skill,Content,YouTube,1056,259,476914.95,16964.18,40046,3631,India
2020-07-12,21-Day Upgrade,Digital,WhatsApp,Facebook,416,103,161297.99,9670.39,30090,2584,India
2020-07-12,Mindset Coaching,Physical,Ads,WhatsApp,129,28,10416.95,3268.23,35269,673,India
2020-07-12,Spiritual Sessions,Coaching,Influencer,Facebook,285,68,93171.32,1057.89,31099,789,India
2020-07-12,1:1 Mentorship,Physical,Influencer,Instagram,152,24,10706.97,769.93,33844,674,India
2020-07-12,Dashboard Templates,Digital,WhatsApp,Instagram,29,7,13258.31,1070.51,2485,233,India
2020-07-12,Meditation Audio Pack,Skill,Ads,Facebook,370,49,47240.27,3143.01,13961,1388,India
2020-07-12,E-book,Skill,Ads,Google,280,48,89341.16,10145.24,25762,2082,India
2020-07-12,Clothing Brand,Skill,Email,Facebook,39,5,5350.53,924.24,3999,348,India
2020-07-13,5-Min Meditation Club,Physical,Content,Google,536,70,81714.53,6379.86,46516,2358,India
2020-07-13,3-Day Challenge,Coaching,Content,YouTube,867,103,95984.73,5685.9,33670,2221,India
2020-07-13,21-Day Upgrade,Coaching,WhatsApp,WhatsApp,263,51,63981.22,3244.46,32323,719,India
2020-07-13,Mindset Coaching,Coaching,Influencer,Google,917,246,478433.16,3935.9,32269,2692,India
2020-07-13,Spiritual Sessions,Physical,WhatsApp,Facebook,8,2,1683.84,175.61,3429,54,India
2020-07-13,1:1 Mentorship,Digital,Email,Facebook,28,7,8229.62,279.41,1051,95,India
2020-07-13,Dashboard Templates,Digital,WhatsApp,YouTube,259,46,32952.58,3627.6,28268,1422,India
2020-07-13,Meditation Audio Pack,Digital,WhatsApp,Google,215,49,28833.93,2365.14,31868,1087,India
2020-07-13,E-book,Coaching,Influencer,Google,51,13,20757.86,752.52,24880,485,India
2020-07-13,Clothing Brand,Skill,Influencer,Instagram,133,29,6252.53,1510.3,18106,417,India
2020-07-14,5-Min Meditation Club,Digital,Ads,WhatsApp,296,29,45096.63,4010.38,31216,1342,India
2020-07-14,3-Day Challenge,Skill,Influencer,Facebook,149,22,39148.57,1734.21,10432,487,India
2020-07-14,21-Day Upgrade,Coaching,Content,WhatsApp,457,115,156313.47,3533.27,25509,1160,India
2020-07-14,Mindset Coaching,Coaching,Email,YouTube,760,172,282006.55,8334.65,30802,1922,India
2020-07-14,Spiritual Sessions,Skill,WhatsApp,Google,139,38,74525.6,2574.2,15610,812,India
2020-07-14,1:1 Mentorship,Coaching,Email,Facebook,233,51,49215.22,3563.24,16186,827,India
2020-07-14,Dashboard Templates,Physical,Influencer,Google,496,93,138894.27,2883.29,36272,2113,India
2020-07-14,Meditation Audio Pack,Physical,Email,YouTube,251,54,54434.22,3721.32,31763,1497,India
2020-07-14,E-book,Skill,Ads,Google,544,160,290858.83,2290.74,23159,2218,India
2020-07-14,Clothing Brand,Physical,Ads,Google,179,46,20455.23,4903.61,39428,1024,India
2020-07-15,5-Min Meditation Club,Physical,Influencer,Facebook,74,17,7801.33,1642.69,13342,524,India
2020-07-15,3-Day Challenge,Digital,Influencer,YouTube,48,8,6145.41,574.81,6674,172,India
2020-07-15,21-Day Upgrade,Coaching,Ads,Google,48,7,7938.61,171.92,3400,164,India
2020-07-15,Mindset Coaching,Physical,Content,Instagram,302,64,108229.16,5903.64,19886,1253,India
2020-07-15,Spiritual Sessions,Digital,Email,WhatsApp,606,121,181795.88,2384.74,33875,1876,India
2020-07-15,1:1 Mentorship,Coaching,Email,Facebook,723,200,229155.52,13909.36,45513,3175,India
2020-07-15,Dashboard Templates,Physical,Email,WhatsApp,46,11,9892.92,455.02,4439,242,India
2020-07-15,Meditation Audio Pack,Physical,Ads,WhatsApp,263,45,23263.23,3422.54,34586,1602,India
2020-07-15,E-book,Skill,Email,Google,395,74,71558.56,2404.13,45871,1621,India
2020-07-15,Clothing Brand,Skill,Influencer,Google,135,27,12668.1,3514.07,23829,1164,India
2020-07-16,5-Min Meditation Club,Skill,Ads,Google,20,2,1024.86,144.41,3808,72,India
2020-07-16,3-Day Challenge,Digital,Email,Instagram,682,125,50552.02,8370.75,47499,2121,India
2020-07-16,21-Day Upgrade,Skill,Influencer,Google,327,34,39729.73,5533.42,42881,2707,India
2020-07-16,Mindset Coaching,Digital,Email,YouTube,119,28,11197.59,1076.99,34333,457,India
2020-07-16,Spiritual Sessions,Coaching,Ads,Google,37,8,8393.29,636.83,2245,195,India
2020-07-16,1:1 Mentorship,Physical,Email,WhatsApp,115,32,14501.63,471.53,21446,383,India
2020-07-16,Dashboard Templates,Digital,Email,YouTube,230,30,32604.41,3809.8,17065,939,India
2020-07-16,Meditation Audio Pack,Physical,Influencer,Google,708,129,35206.23,8183.6,27997,2010,India
2020-07-16,E-book,Physical,WhatsApp,Facebook,331,80,67442.84,3742.75,27189,1119,India
2020-07-16,Clothing Brand,Physical,Influencer,Facebook,395,95,90254.82,1568.55,27325,1014,India
2020-07-17,5-Min Meditation Club,Digital,Influencer,Facebook,559,62,13322.41,7366.46,23725,2034,India
2020-07-17,3-Day Challenge,Coaching,Ads,WhatsApp,442,94,59734.17,17022.39,41551,3856,India
2020-07-17,21-Day Upgrade,Coaching,Influencer,Instagram,71,21,6517.09,1021.76,10617,283,India
2020-07-17,Mindset Coaching,Digital,Content,Google,181,54,69893.49,2095.99,8432,782,India
2020-07-17,Spiritual Sessions,Physical,WhatsApp,WhatsApp,1161,307,521540.75,13494.23,40673,3465,India
2020-07-17,1:1 Mentorship,Skill,WhatsApp,YouTube,222,54,20367.85,1451.23,10596,765,India
2020-07-17,Dashboard Templates,Coaching,Ads,Instagram,45,12,20056.11,226.56,5666,135,India
2020-07-17,Meditation Audio Pack,Coaching,Email,WhatsApp,1190,203,62857.33,4643.26,48904,4512,India
2020-07-17,E-book,Coaching,Content,Facebook,426,84,37974.78,1122.94,12741,1081,India
2020-07-17,Clothing Brand,Digital,Influencer,WhatsApp,44,4,4626.7,539.93,9120,220,India
2020-07-18,5-Min Meditation Club,Physical,Content,Instagram,51,7,11543.19,252.29,9744,227,India
2020-07-18,3-Day Challenge,Coaching,Content,Instagram,697,149,40045.99,9299.98,35364,2992,India
2020-07-18,21-Day Upgrade,Physical,Influencer,WhatsApp,612,81,159091.57,3290.96,34706,2203,India
2020-07-18,Mindset Coaching,Coaching,Content,YouTube,266,59,21146.24,3166.75,34894,886,India
